OBJECTID,Trail Segment Type,Location,Status,Structure ID,Material,Map Miles,Width (ft),Structure Type,Structure Tonnage,Trail Name,Owner,ADA,Shape__Length,Closure Status,Trailhead ID,GlobalID,AccessAddress,CouncilDistrict
2,Trail,Wakefield Trail,Existing,NA,Asphalt,0.34100592,8,NA,0,Wakefield Trail,COR,NO,1800.51126884423,OPEN,375,66e2a40f-f8a0-43b3-a5a5-6adf833bfdad,2552 Wakefield Plantation Dr,B
3,Trail,Wakefield Trail,Existing,NA,Asphalt,0.29224345,8,NA,0,Wakefield Trail,COR,NO,1543.03814462686,OPEN,373,eba4a486-62fd-4a2d-a16c-ea3bf44f5dd9,12636 Village Springs Rd,B
4,Trail,Wakefield Trail,Existing,NA,Asphalt,0.48814413,8,NA,0,Wakefield Trail,COR,NO,2577.40101469442,OPEN,374,8fe6ebc5-5196-4e72-a417-41702f96e137,12950 Old Falls Of Neuse Rd,B
5,Trail,Neuse River Trail,Existing,NA,Asphalt,1.18236061,10,NA,0,Neuse River Trail,COR,YES,6242.83272329104,OPEN,299,ba2fb4a0-8e35-4f6f-9a43-7457b21e5531,3324 Falls River Ave,B
6,Trail,Neuse River Trail,Existing,NA,Asphalt,0.15535661,10,NA,0,Neuse River Trail,COR,YES,820.282921560243,OPEN,282,4315df5b-3094-46ed-9f14-8ef5451c2b53,10888 Bedfordtown Dr,B
7,Trail,Neuse River Trail,Existing,NA,Asphalt,0.14155429,10,NA,0,Neuse River Trail,COR,YES,747.310846263474,OPEN,299,28d1b543-f376-4e14-a828-52813bcd8e6e,3324 Falls River Ave,B
8,Trail,3516 Falls River Ave,Existing,NA,Concrete,0.14211315,6,NA,0,Neuse River Trail,COR,NO,750.357440163431,OPEN,301,a358239e-2f95-425b-9b4d-ef1d2cdfc1c9,3516 Falls River Ave,B
9,Trail,3516 Falls River Ave,Existing,NA,Asphalt,0.06963679,10,NA,0,Neuse River Trail,COR,NO,367.675141660398,OPEN,299,fa6da453-04de-42be-b1e3-15e094d70b9b,3324 Falls River Ave,B
10,Trail,Neuse River Trail,Existing,NA,Asphalt,0.06574895,10,NA,0,Neuse River Trail,COR,YES,347.154440590009,OPEN,286,30750dd5-8d4b-4f10-afe8-30d992ad422b,12358 Falls Of Neuse Rd,B
11,Trail,Neuse River Trail,Existing,NA,Concrete,0.02358566,10,NA,0,Neuse River Trail,COR,YES,124.528406123186,OPEN,284,bd24dd8a-d53d-41a8-b55b-e67f03bfb0a8,12088 Old Falls Of Neuse Rd,B
12,Trail,Durant Segment,Existing,NA,Asphalt,0.71214844,10,NA,0,Simms Branch Trail,COR,YES,3760.14373696074,OPEN,92,f8937eb9-a266-4ac7-96d1-694a268640e7,2980 Hiking Trl,B
13,Trail,Durant Segment,Existing,NA,Asphalt,0.21204828,10,NA,0,Simms Branch Trail,COR,NO,1119.61492102153,OPEN,95,f4225d9d-d20a-4498-805f-690ace20d73f,8316 Camp Durant Rd,B
14,Trail,Durant Segment,Existing,NA,Asphalt,0.25419041,10,NA,0,Simms Branch Trail,COR,YES,1342.12536499509,OPEN,97,d4a5f706-c717-4386-9e19-b62bbb776f9c,9410 Cub Trl,B
15,Trail,Abbotts Creek Trail,Existing,NA,Asphalt,0.27321374,10,NA,0,Abbotts Creek Trail,COR,YES,1442.52790410651,OPEN,12,64e89949-bfc7-4a91-ac6c-67824ecd06f7,1383 Falls River Ave,B
16,Trail,Abbotts Creek Trail,Existing,NA,Asphalt,0.86673963,10,NA,0,Abbotts Creek Trail,COR,YES,4576.38522528145,OPEN,11,f7697e47-d756-42cd-a43f-7b78698dba92,1382 Falls River Ave,B
17,Trail,Abbotts Creek Trail,Existing,NA,Asphalt,0.08773674,10,NA,0,Abbotts Creek Trail,COR,YES,463.250011630134,OPEN,14,3e401041-6a3d-4f17-bc5e-514103f50b70,2090 Falls River Ave,B
18,Structure,Abbotts Creek Trail - # 204,Existing,204,Wood Decking,0.07532236,10,Boardwalk,5,Abbotts Creek Trail,COR,YES,397.702056713079,OPEN,14,5176c1b2-5e96-4e80-835a-d041c8a9a0b7,2090 Falls River Ave,B
19,Structure,Abbotts Creek Trail - # 205,Existing,205,Wood Decking,0.11849654,10,Boardwalk,5,Abbotts Creek Trail,COR,YES,625.661752934975,OPEN,14,2d08e075-4bd5-4b2c-9078-06999a546310,2090 Falls River Ave,B
20,Trail,Abbotts Creek Trail,Existing,NA,Asphalt,0.10747422,10,NA,0,Abbotts Creek Trail,COR,YES,567.463891695391,OPEN,282,7ebd1b75-c348-4fba-a76f-8f0f24fdfef1,10888 Bedfordtown Dr,B
21,Trail,Abbotts Creek Trail,Existing,NA,Asphalt,0.27741527,10,NA,0,Abbotts Creek Trail,COR,YES,1464.75264412976,OPEN,282,14872856-fdc0-4cdc-b736-8f74c3f7f07c,10888 Bedfordtown Dr,B
22,Structure,Abbotts Creek Trail - # 203,Existing,203,Wood Decking,0.030452,10,Boardwalk,5,Abbotts Creek Trail,COR,YES,160.786550186592,OPEN,282,0e92c7db-2b21-40db-8399-a159ffd00bcc,10888 Bedfordtown Dr,B
23,Trail,Abbotts Creek Trail,Existing,NA,Asphalt,0.11107622,10,NA,0,Abbotts Creek Trail,COR,YES,586.482417952547,OPEN,14,c2a18458-54d7-40a6-9ce3-3205a33aa55c,2090 Falls River Ave,B
24,SidewalkConnection,Abbotts Creek Trail,Existing,NA,Concrete,0.112156433008045,5,Sidewalk,0,Abbotts Creek Trail,COR,NO,592.18596612101,OPEN,13,42fd17e7-ed3a-4e0b-b1c7-da2cbc6171d2,2008 Falls River Ave,B
25,Structure,Abbotts Creek Trail - # 206,Existing,206,Metal,0.00952268,10,Bridge,5,Abbotts Creek Trail,COR,YES,50.2797264404865,OPEN,14,c2607875-d224-4ed0-862f-26ad1a2eab4b,2090 Falls River Ave,B
26,Trail,Abbotts Creek Trail,Existing,NA,Asphalt,0.19551068,10,NA,0,Abbotts Creek Trail,COR,YES,1032.29638411605,OPEN,14,c4f6f941-71db-4581-9d14-3bb4d1cda050,2090 Falls River Ave,B
27,Trail,Neuse River Trail,Existing,NA,Asphalt,0.23598611,10,NA,0,Neuse River Trail,COR,YES,1245.94381174916,OPEN,314,e6a9fda4-f6ac-4420-ad1a-fdca6e41f78e,7700 Perry Creek Rd,B
28,Trail,Neuse River Trail,Existing,NA,Asphalt,0.13146626,10,NA,0,Neuse River Trail,COR,YES,694.141843707498,OPEN,308,40582550-ae2a-498a-8fed-3dda869e8fc3,5956 Myakka Ct,B
29,Trail,Neuse River Trail,Existing,NA,Asphalt,1.40769373,10,NA,0,Neuse River Trail,COR,YES,7432.62291694874,OPEN,308,6ecadf88-23b9-4c6d-bb24-44ed1a5e57dd,5956 Myakka Ct,B
30,Trail,Neuse River Trail,Existing,NA,Asphalt,0.25199968,10,NA,0,Neuse River Trail,COR,YES,1330.55829466958,OPEN,305,c505f715-faf3-45b7-af17-f814f7a5b486,5702 Thornton Rd,B
31,Trail,Neuse River Trail,Existing,NA,Asphalt,0.21522386,10,NA,0,Neuse River Trail,COR,YES,1136.38196403927,OPEN,305,46fb4146-afdd-4778-aca9-f2d7f38e5ed0,5702 Thornton Rd,B
32,Structure,Neuse River Trail - # 212,Existing,212,Metal,0.00947025,10,Bridge,5,Neuse River Trail,COR,YES,50.0029018375683,OPEN,305,2b1daa78-35ac-49a0-84f7-4587ee4637a7,5702 Thornton Rd,
33,Trail,Neuse River Trail,Existing,NA,Asphalt,0.59382314,10,NA,0,Neuse River Trail,COR,YES,3135.38619804475,OPEN,305,f97201d1-ba07-423d-b315-b94058f9f580,5702 Thornton Rd,B
34,Structure,Neuse River Trail - # 211,Existing,211,Wood Decking,0.03908731,10,Boardwalk,5,Neuse River Trail,COR,YES,206.381000823124,OPEN,305,0161b1d8-12cb-4d11-a17e-072b1afecde0,5702 Thornton Rd,B
35,Trail,Neuse River Trail,Existing,NA,Asphalt,0.16224161,10,NA,0,Neuse River Trail,COR,YES,856.635721931102,OPEN,282,937d5b67-bc3c-4b94-9054-839415ee898f,10888 Bedfordtown Dr,B
36,Structure,Neuse River Trail - # 210,Existing,210,Wood Decking,0.01240498,10,Bridge,5,Neuse River Trail,COR,YES,65.4983116390445,OPEN,282,88216570-ea1f-4c02-872e-03eceec70e5c,10888 Bedfordtown Dr,B
37,Trail,Neuse River Trail,Existing,NA,Asphalt,0.07354044,10,NA,0,Neuse River Trail,COR,YES,388.293526271238,OPEN,282,a244ca88-e217-4a2c-8142-369fd741583b,10888 Bedfordtown Dr,B
38,Structure,Neuse River Trail - # 208,Existing,208,Metal,0.00942893,10,Bridge,5,Neuse River Trail,COR,YES,49.7847568097592,OPEN,282,67a73ce4-707c-4ade-a010-d33ca0d6d67c,10888 Bedfordtown Dr,B
39,Trail,Neuse River Trail,Existing,NA,Asphalt,0.15248267,10,NA,0,Neuse River Trail,COR,YES,805.108501510532,OPEN,282,5ab5cbbf-7b25-496d-b29a-620597b1814c,10888 Bedfordtown Dr,B
40,Structure,Neuse River Trail - # 207,Existing,207,Metal,0.02075879,10,Bridge,5,Neuse River Trail,COR,YES,109.606423079351,OPEN,282,35313d2f-d875-46fa-a26c-4834aa81bb4a,10888 Bedfordtown Dr,B
41,Trail,Neuse River Trail,Existing,NA,Asphalt,0.22642481,10,NA,0,Neuse River Trail,COR,YES,1195.52300772323,OPEN,282,c88dac07-d39d-4ee9-ae71-c1b15afe04a1,10888 Bedfordtown Dr,B
42,Trail,Neuse River Trail,Existing,NA,Concrete,0.09353226,6,NA,0,Neuse River Trail,COR,NO,493.8503350024,OPEN,281,8baca2a9-1991-4689-88e7-ec5701ba4269,10832 Grassy Creek Pl,B
43,Structure,Neuse River Trail - # 202,Existing,202,Wood Decking,0.02729071,10,Boardwalk,5,Neuse River Trail,COR,YES,144.095029609164,OPEN,282,d21efa06-d634-44bd-9482-4532e364403e,10888 Bedfordtown Dr,B
44,Structure,Neuse River Trail - # 231,Existing,231,Metal,0.01609938,11,Bridge,5,Neuse River Trail,COR,YES,85.0047008353591,OPEN,291,743f2177-1078-4223-984d-5bef139341fb,199 Trailhead Ln,B
45,Trail,Neuse River Trail,Existing,NA,Asphalt,0.21719757,10,NA,0,Neuse River Trail,COR,YES,1146.8031816161,OPEN,291,361f5730-b762-4890-879a-218eed0dfb0e,199 Trailhead Ln,B
46,Structure,Neuse River Trail - # 230,Existing,230,Wood Decking,0.0190661,10,Boardwalk,5,Neuse River Trail,COR,YES,100.66902905542,OPEN,291,39bd8f87-517c-4781-bec7-d14438152ead,199 Trailhead Ln,B
47,Trail,Neuse River Trail,Existing,NA,Asphalt,0.20977973,10,NA,0,Neuse River Trail,COR,YES,1107.63699612046,OPEN,291,ece32e00-9ab2-4ba2-9811-f4db63d72961,199 Trailhead Ln,B
48,Staff Access,Maintenance access at 6890 Perry Creek Rd,Maintenance,NA,Unknown,0.13574262,10,NA,,Neuse River Trail,COR,NO,716.721034428804,OPEN,313,d11c6855-0452-44d2-b0eb-5cc029ac5266,6890 Perry Creek Rd,B
49,Structure,Neuse River Trail - # 229,Existing,229,Wood Decking,0.02083618,10,Boardwalk,5,Neuse River Trail,COR,YES,110.015030495029,OPEN,291,961b9a6e-305e-4d3f-875c-74a0219d3ce1,199 Trailhead Ln,B
50,Trail,Neuse River Trail,Existing,NA,Asphalt,0.31155058,10,NA,0,Neuse River Trail,COR,YES,1644.90242550225,OPEN,291,7c328029-c14f-4015-be21-de585e1b753f,199 Trailhead Ln,B
51,Structure,Neuse River Trail - # 228,Existing,228,Wood Decking,0.00378748,10,Boardwalk,5,Neuse River Trail,COR,YES,19.9978743006031,OPEN,291,a0340978-90d8-4bc8-86fd-a6c2e4f32367,199 Trailhead Ln,B
52,Trail,Neuse River Trail,Existing,NA,Asphalt,0.11741989,10,NA,0,Neuse River Trail,COR,YES,619.977034337074,OPEN,291,f53c6159-7b58-4fa5-911e-65aa4b3878fe,199 Trailhead Ln,B
53,Trail,Neuse River Trail,Existing,NA,Asphalt,0.11335864,10,NA,0,Neuse River Trail,COR,YES,598.533593816512,OPEN,291,a1cc0698-1652-4f84-80e4-3297bee969a2,199 Trailhead Ln,B
54,Structure,Neuse River Trail - # 227,Existing,227,Wood Decking,0.07575826,11,Boardwalk,5,Neuse River Trail,COR,YES,400.003613851739,OPEN,291,247faacd-0afe-49e5-85c6-9a738075af9f,199 Trailhead Ln,B
55,Trail,Neuse River Trail,Existing,NA,Asphalt,0.16912122,10,NA,0,Neuse River Trail,COR,YES,892.960045850791,OPEN,291,ee499a6a-550b-45d3-b631-cc2a38d7a092,199 Trailhead Ln,B
56,Structure,Neuse River Trail - # 226,Existing,226,Wood Decking,0.00757524,10,Boardwalk,5,Neuse River Trail,COR,YES,39.9972807643099,OPEN,291,cd9982e3-c26a-4204-b466-d190c1f4c16a,199 Trailhead Ln,B
57,Trail,Neuse River Trail,Existing,NA,Asphalt,0.19430491,10,NA,0,Neuse River Trail,COR,YES,1025.92991678594,OPEN,291,e719efe9-eacd-4a34-848c-3bb7624a6545,199 Trailhead Ln,B
58,Structure,Neuse River Trail - # 220,Existing,220,Wood Decking,0.08638467,10,Boardwalk,5,Neuse River Trail,COR,YES,456.111044117626,OPEN,315,27fbc551-b90a-484a-ac7b-08e77f3ba684,7903 River Ridge Rd,
59,Trail,Neuse River Trail,Existing,NA,Asphalt,0.43015511,10,NA,0,Neuse River Trail,COR,YES,2271.1559044701,OPEN,315,231f32f6-272b-472c-8855-e8ff67e18eaa,7903 River Ridge Rd,B
60,Structure,Neuse River Trail - # 225,Existing,225,Wood Decking,0.00568181,10,Boardwalk,5,Neuse River Trail,COR,YES,29.9999379404375,OPEN,315,a0a9714f-ff3e-49fb-ae74-f41944db8ee7,7903 River Ridge Rd,B
61,Trail,Neuse River Trail,Existing,NA,Asphalt,0.1581137,10,NA,0,Neuse River Trail,COR,YES,834.840333195943,OPEN,315,62b07b61-c470-4d80-9535-1124cf173e5b,7903 River Ridge Rd,B
62,Structure,Neuse River Trail - # 221,Existing,221,Wood Decking,0.0285323,10,Boardwalk,5,Neuse River Trail,COR,YES,150.650550672463,OPEN,315,b225a2ec-3f3d-4aba-b3b2-db8e409e32fb,7903 River Ridge Rd,B
63,Trail,Neuse River Trail,Existing,NA,Asphalt,0.06982247,10,NA,0,Neuse River Trail,COR,YES,368.662655622377,CLOSED_TEMP,315,b7e630d0-5d13-49c7-8c40-7bf35685ee38,7903 River Ridge Rd,B
64,Structure,Neuse River Trail - # 222,Existing,222,Metal,0.05094773,11,Bridge,5,Neuse River Trail,COR,YES,269.004032321562,OPEN,315,83caf466-52cc-4f94-bf23-f3be995c544a,7903 River Ridge Rd,B
65,Trail,Neuse River Trail,Existing,NA,Asphalt,0.02922643,10,NA,0,Neuse River Trail,COR,YES,154.315540995639,OPEN,315,eb97bce4-3da4-4e30-8529-28484d65cc93,7903 River Ridge Rd,B
66,Trail,Neuse River Trail,Existing,NA,Asphalt,0.11155467,10,NA,0,Neuse River Trail,COR,YES,589.008634613641,OPEN,315,185d93e4-4a56-4d22-aea8-1ee6873ca381,7903 River Ridge Rd,
67,Structure,Neuse River Trail - # 224,Existing,224,Wood Decking,0.01701236,10,Boardwalk,5,Neuse River Trail,COR,YES,89.8252640022106,OPEN,315,31ab957e-865b-49bd-8766-5fdd53206b1a,7903 River Ridge Rd,
68,Trail,Neuse River Trail,Existing,NA,Asphalt,0.24907914,10,NA,0,Neuse River Trail,COR,YES,1315.13788528888,OPEN,306,6cc36971-c08a-474f-9c5b-337dfe45ae5f,5900 Buffaloe Rd,B
69,Structure,Neuse River Trail - # 234,Existing,234,Metal,0.01893936,11,Bridge,5,Neuse River Trail,COR,YES,99.9998331916295,OPEN,302,332bc909-bad0-42b9-a823-c09972b016c8,4901 Elizabeth Dr,B
70,Trail,Neuse River Trail,Existing,NA,Asphalt,0.16668195,10,NA,0,Neuse River Trail,COR,YES,880.080679318449,OPEN,302,b746050d-2ebc-44c7-9404-7ae037630bef,4901 Elizabeth Dr,
71,Trail,Neuse River Trail,Existing,NA,Asphalt,0.02010989,10,NA,0,Neuse River Trail,COR,YES,106.146998222593,OPEN,302,f5ae7eb2-0fe9-4a0e-a238-6a3027a7a82b,4901 Elizabeth Dr,
72,Structure,Neuse River Trail - # 233,Existing,233,Wood Decking,0.04197853,10,Boardwalk,5,Neuse River Trail,COR,YES,221.646647149403,OPEN,302,68a97f36-7f4c-44e0-9493-caad776f73c1,4901 Elizabeth Dr,
73,Trail,Neuse River Trail,Existing,NA,Asphalt,0.34233506,10,NA,0,Neuse River Trail,COR,YES,1807.46637870386,OPEN,302,488acceb-3b82-4f96-9114-a935cce92765,4901 Elizabeth Dr,
74,Structure,Neuse River Trail - # 232,Existing,232,Wood Decking,0.01648346,10,Boardwalk,5,Neuse River Trail,COR,YES,87.0326917546175,OPEN,302,b5669454-6135-4c47-b830-e0f1dbc3502c,4901 Elizabeth Dr,B
75,Structure,Neuse River Trail - # 244,Existing,244,Metal,0.05214745,12,Bridge,5,Neuse River Trail,COR,YES,275.338514155968,OPEN,295,5374a4b6-e393-472a-80f2-c8d106b6a6a0,2894 Abington Ln,B
76,Trail,Neuse River Trail,Existing,NA,Asphalt,0.22574185,10,NA,0,Neuse River Trail,COR,YES,1191.9169879431,OPEN,295,7bc6cdb7-d66d-4790-a73b-f0ddffe17cdd,2894 Abington Ln,
77,Structure,Neuse River Trail - # 242,Existing,242,Wood Decking,0.02996521,10,Boardwalk,5,Neuse River Trail,COR,YES,158.216334198062,OPEN,295,e513b2a9-b29e-4e06-86af-20bdbc06953f,2894 Abington Ln,
78,Trail,Neuse River Trail,Existing,NA,Asphalt,0.74977875,10,NA,0,Neuse River Trail,COR,YES,3958.8317759964,OPEN,295,9eb33911-2809-4078-b8b0-e8ccef8e88c0,2894 Abington Ln,
79,Structure,Neuse River Trail - # 241,Existing,241,Wood Decking,0.02698802,10,Boardwalk,5,Neuse River Trail,COR,YES,142.496732910188,OPEN,306,5859d835-558f-45c3-9fee-c8cbe31d1686,5900 Buffaloe Rd,
80,Trail,Neuse River Trail,Existing,NA,Asphalt,0.30489361,10,NA,0,Neuse River Trail,COR,YES,1609.8208245715,OPEN,306,556b32f3-f814-486b-b7d6-973a82465917,5900 Buffaloe Rd,
81,Structure,Neuse River Trail - # 240,Existing,240,Wood Decking,0.04734414,10,Boardwalk,5,Neuse River Trail,COR,YES,249.977062018547,OPEN,306,a0f62612-3f72-4136-8205-11bb41f4de2a,5900 Buffaloe Rd,
82,Trail,Neuse River Trail,Existing,NA,Asphalt,0.40461901,10,NA,0,Neuse River Trail,COR,YES,2136.35303023047,OPEN,306,351c0944-8542-4290-8a72-d162589559e3,5900 Buffaloe Rd,
83,Trail,Neuse River Trail,Existing,NA,Asphalt,0.08941704,10,NA,0,Neuse River Trail,COR,YES,472.121957118262,OPEN,289,dca7d1c0-0189-462f-acbb-d945e64f16f0,1441 Crag Burn Ln,B
84,Structure,Neuse River Trail -  # 98,Existing,98,Wood Decking,0.07640422,11,Bridge,5,Neuse River Trail,COR,YES,403.414283968512,OPEN,289,3b6cd751-bbd2-4b30-a57a-13e8d2313738,1441 Crag Burn Ln,B
85,Trail,Neuse River Trail,Existing,NA,Asphalt,0.02283323,10,NA,0,Neuse River Trail,COR,YES,120.559442880357,OPEN,289,51f1f389-1fdb-4159-92b2-8562a078b9c1,1441 Crag Burn Ln,B
86,Structure,Neuse River Trail -  # 96,Existing,96,Wood Decking,0.09204888,9,Bridge,5,Neuse River Trail,COR,NO,486.018079067116,OPEN,304,dd8fed99-e1bd-46c4-ba6d-5485b3638fa0,5611 Loch Raven Pkwy,C
87,Trail,Neuse River Trail,Existing,NA,Asphalt,0.33939105,10,NA,0,Neuse River Trail,COR,YES,1791.98472930265,OPEN,304,74390808-e018-4e31-8858-2e327b929d33,5611 Loch Raven Pkwy,C
88,Trail,Spring Forest Trail,Existing,NA,Asphalt,0.27795188,10,NA,0,Spring Forest Trail,COR,YES,1467.58593603472,OPEN,365,dd20c0e0-473c-4b00-ac60-79716096c30c,7750 Old Wake Forest Rd,B
89,Trail,Lower Walnut - Walnut Creek Park Segment,Existing,NA,Asphalt,0.31817255,10,NA,0,Walnut Creek Trail,COR,YES,1679.95106651325,OPEN,223,53be7854-20c5-4593-94d9-1ea93b627891,1387 Sunnybrook Rd,C
90,Trail,Lower Walnut Creek - Worthdale Segment,Existing,NA,Asphalt,0.07921961,10,NA,0,Walnut Creek Trail,COR,NO,418.225057636135,OPEN,225,166d2798-cd09-4de9-910c-95118cc9904b,1000 Cooper Rd,C
91,SidewalkConnection,Birch Ridge Connector,Existing,NA,Asphalt,0.248901655621566,8,NA,0,Birch Ridge Connector,COR,NO,1314.20074133704,OPEN,60,8f7e13ce-f8bc-40fa-9d48-2864ad6b74ae,917 Birch Ridge Dr,C
92,SidewalkConnection,Birch Ridge Connector,Existing,NA,Asphalt,0.0616642687696886,8,NA,0,Birch Ridge Connector,COR,NO,325.587339020156,OPEN,59,318db45e-6302-4776-a284-d841de9e0886,913 Birch Ridge Dr,C
93,Trail,Brentwood Trail,Existing,NA,Asphalt,0.15301073,8,NA,0,Marsh Creek Trail,COR,NO,807.89663620868,OPEN,63,f6bcfcae-2eb4-4859-8ab8-a3e0edd7d9a4,3503 Glenraven Dr,A
94,Structure,Brentwood Trail -  # 102,Existing,102,Wood Decking,0.01497001,8,Bridge,5,Marsh Creek Trail,COR,NO,79.0416563849118,OPEN,63,7148e7e4-1540-4418-8855-9957da06f5a3,3503 Glenraven Dr,A
95,Trail,Brentwood Trail,Existing,NA,Asphalt,0.02195766,8,NA,0,Marsh Creek Trail,COR,NO,115.936443823917,OPEN,62,9528e2c1-dd96-4ab3-b22b-70a4f108434a,3316 Ingram Dr,A
96,Trail,Brentwood Trail,Existing,NA,Asphalt,0.00866019,8,NA,0,Marsh Creek Trail,COR,NO,45.7257808161885,OPEN,62,ee725075-bae4-4ad3-a332-cf193e6e23a5,3316 Ingram Dr,A
97,Structure,Brentwood Trail -  # 103,Existing,103,Wood Decking,0.00757645,6,Bridge,5,Marsh Creek Trail,COR,NO,40.0036767069136,OPEN,62,d4ad28df-af20-4f4c-97fa-1a16a78881ca,3316 Ingram Dr,A
98,Trail,Brentwood Trail,Existing,NA,Asphalt,0.03385983,8,NA,0,Marsh Creek Trail,COR,NO,178.77991517643,OPEN,62,3fd43cf9-cf57-49fa-8b96-7f41c10bf2fc,3316 Ingram Dr,A
99,Trail,Brentwood Trail,Existing,NA,Asphalt,0.06186308,8,NA,0,Marsh Creek Trail,COR,NO,335.410073820929,OPEN,61,f12b4467-410c-4cdb-bfae-7c7c9fb4c952,3314 Ingram Dr,A
100,Trail,Brentwood Trail,Existing,NA,Asphalt,0.02239327,8,NA,0,Marsh Creek Trail,COR,NO,118.23648645037,OPEN,61,900f3987-a8cc-4192-a0e7-a0f63d1639ca,3314 Ingram Dr,A
101,SidewalkConnection,Honeycutt Creek Trail,Existing,NA,Concrete,0.220961067947217,6,Sidewalk,0,Honeycutt Creek Trail,COR,NO,1166.67443845235,OPEN,159,3230bac4-6f57-4d8c-b105-4538624435d2,8110 Strickland Rd,A
102,Trail,Baileywick Trail,Existing,NA,Asphalt,0.08113039,10,NA,0,Baileywick Trail,COR,YES,428.368438791872,OPEN,31,662f3561-9f66-478c-acd1-b89a9b36854d,10406 Strickland Rd,A
103,Trail,Baileywick Trail,Existing,NA,Asphalt,0.40795468,10,NA,0,Baileywick Trail,COR,YES,2154.00070703511,OPEN,32,9e79d3d1-d4c5-4ab1-af00-89df2caf3ebb,8511 Davishire Dr,A
104,Structure,Baileywick Park -  # 2,Existing,2,Wood Decking,0.0058674,10,Bridge,5,Baileywick Trail,COR,YES,30.9798762023117,OPEN,34,17ed9cc6-b04f-4d1d-9787-da05cb625c71,9505 Baileywick Rd,A
105,Trail,Baileywick Trail,Existing,NA,Asphalt,0.09556096,10,NA,0,Baileywick Trail,COR,YES,504.561844118755,OPEN,34,252a4a33-2708-4fed-9676-9a872377547d,9505 Baileywick Rd,A
106,Trail,Hare Snipe Creek Trail,Existing,NA,Asphalt,0.50654623,8,NA,0,Hare Snipe Creek Trail,COR,NO,2674.56408518288,OPEN,155,172826ee-da8b-4645-a2cf-981673ed829c,6804 Leesville Rd,E
107,Trail,Lake Lynn Segment,Existing,NA,Asphalt,0.03120611,10,NA,0,Hare Snipe Creek Trail,COR,YES,164.768238062518,OPEN,195,f3635b61-5c90-44fb-9202-7937d9f35ce1,3210 Lynn Rd,E
108,Trail,Lake Lynn Segment,Existing,NA,Asphalt,0.52717692,10,,0,Hare Snipe Creek Trail,COR,,2153.16031878929,OPEN,195,2f9bd2c8-5266-405f-95ec-e73d11284d34,3210 Lynn Rd,A
109,Trail,Lake Lynn Segment,Existing,NA,Asphalt,0.37081961,10,NA,0,Hare Snipe Creek Trail,COR,YES,1957.9275658029,OPEN,195,c745d4f9-b2cf-4bb3-9b8c-df93a7d24afb,3210 Lynn Rd,E
110,Structure,Lake Lynn Segment -  # 10,Existing,10,Wood Decking,0.03584041,10,Bridge,5,Hare Snipe Creek Trail,COR,YES,189.237370643249,OPEN,196,670ebf88-b78e-4651-ac60-f3c2e00aa0b2,7606 Sandy Lake Ct,E
111,Trail,Lake Lynn Segment,Existing,NA,Asphalt,0.31137241,10,NA,0,Hare Snipe Creek Trail,COR,YES,1644.0463193438,OPEN,197,f61dd2ed-129c-4067-9963-b7b0503d82a9,7610 Glenharden Dr,E
112,Trail,Lake Lynn Segment,Existing,NA,Asphalt,0.22601036,10,NA,0,Hare Snipe Creek Trail,COR,YES,1193.33471528015,OPEN,196,79eeabf7-0c45-4bb7-a2bf-9e806defb231,7606 Sandy Lake Ct,E
113,Structure,Lake Lynn Segment -  # 13,Existing,13,Wood Decking,0.13479293,10,Bridge,5,Hare Snipe Creek Trail,COR,YES,711.706670801138,OPEN,197,89863920-23e2-45d0-a5b0-e9474480f7ff,7610 Glenharden Dr,E
114,Structure,Lake Lynn Segment -  # 9,Existing,9,Wood Decking,0.0358908,10,Bridge,5,Hare Snipe Creek Trail,COR,YES,189.503435594091,OPEN,196,2d9ff8c3-0ed8-4b8e-86f6-6190461c17b0,7606 Sandy Lake Ct,E
115,Trail,Lake Lynn Segment,Existing,NA,Asphalt,0.17565887,10,NA,0,Hare Snipe Creek Trail,COR,YES,927.478834935846,OPEN,196,94596a4b-5ffa-4f13-9138-5875b3473225,7606 Sandy Lake Ct,A
116,Trail,Lake Lynn Segment,Existing,NA,Asphalt,0.01619247,10,NA,0,Hare Snipe Creek Trail,COR,YES,85.4962173901014,OPEN,197,61199b27-212e-4ab5-a061-57bbd81f4986,7610 Glenharden Dr,E
117,Structure,Lake Lynn Segment -  # 8,Existing,8,Wood Decking,0.07299316,10,Bridge,5,Hare Snipe Creek Trail,COR,YES,385.403883581925,OPEN,196,15f2838c-7e25-4dd2-bab6-332a96f7c8bf,7606 Sandy Lake Ct,E
118,Structure,Lake Lynn Segment -  # 8,Existing,8,Wood Decking,0.04166103,10,Bridge,5,Hare Snipe Creek Trail,COR,YES,219.970242961059,OPEN,196,55a0bcd9-47f0-4ad9-98c2-790352b9227e,7606 Sandy Lake Ct,E
119,Structure,Lake Lynn Segment -  # 8,Existing,8,Wood Decking,0.01207395,10,Bridge,5,Hare Snipe Creek Trail,COR,YES,63.750436362874,OPEN,196,a3866fa8-c7a7-4a88-ae13-b94f12aac591,7606 Sandy Lake Ct,E
121,Trail,Lake Lynn Segment,Existing,NA,Asphalt,0.04705583,10,NA,0,Hare Snipe Creek Trail,COR,YES,248.454802715744,OPEN,199,7bfe2bd3-c78f-4d2b-bd54-cb29e3243232,7841 Ray Rd,E
