OBJECTID,Trail Segment Type,Location,Status,Structure ID,Material,Map Miles,Width (ft),Structure Type,Structure Tonnage,Trail Name,Owner,ADA,Shape__Length,Closure Status,Trailhead ID,GlobalID,AccessAddress,CouncilDistrict
995,Structure,Beaver Dam Trail - # 118,Existing,118,Wood Decking,0.00277909,5,Steps,0,Beaver Dam Trail,COR,NO,14.6735709448623,OPEN,48,903bdd25-227d-4da8-8102-d67e6ff7bc7c,3003 Leonard St,D
996,Trail,Beaver Dam Trail,Existing,NA,Natural,0.09788834,4,NA,0,Beaver Dam Trail,COR,NO,516.850410542201,OPEN,43,f586cd62-a369-4019-a5ef-2ccb3129871a,2910 Lewis Farm Rd,E
997,Structure,Beaver Dam Trail - # 58,Existing,58,Wood Decking,0.00302807,4,Bridge,0,Beaver Dam Trail,COR,NO,15.9882181491016,OPEN,40,dbc401d4-0fa4-40b1-ade0-6ab4d2c33619,1519  Banbury Rd,E
998,Trail,Beaver Dam Trail,Existing,NA,Natural,0.0064909,4,NA,0,Beaver Dam Trail,COR,NO,34.2719462902362,OPEN,41,bad8b9ea-f01b-4594-a5fb-74faefa35a5f,1700 Nottingham Rd,E
999,Structure,Beaver Dam Trail - #59,Existing,59,Metal,0.00616142,4,Bridge,0,Beaver Dam Trail,COR,NO,32.5322833363003,OPEN,41,5cb58d54-d922-43f4-b9fd-03737b5725c4,1700 Nottingham Rd,E
1000,Structure,Beaver Dam Trail - # 121,Existing,121,Wood Decking,0.00719622,5,Bridge,0,Beaver Dam Trail,COR,NO,37.9960593512016,OPEN,40,324571b1-8499-4694-9985-35cccfb4f1d1,1519  Banbury Rd,E
1001,Trail,Beaver Dam Trail,Existing,NA,Natural,0.07860842,8,NA,0,Beaver Dam Trail,COR,NO,415.052457149072,OPEN,37,f948b931-8299-4c99-be3f-091f450e1326,2895 Oberry St,D
1002,Trail,Beaver Dam Trail,Existing,NA,Natural,0.07532995,8,NA,0,Beaver Dam Trail,COR,NO,397.742129056682,OPEN,38,ba57e74a-3ed4-40d2-992a-7d77225703d2,3007 Wade Ave,D
1003,Structure,Gardner Street Trail -  # 53,Existing,53,Wood Decking,0.00359845,4,Steps,0,Gardner Street Trail,COR,NO,18.9998350372211,OPEN,143,e27ec242-821d-47c6-9d97-35563e4355e0,2518 Winterbury Ct,D
1004,Trail,Gardner Street Trail,Existing,NA,Unknown,0.0263784,4,NA,0,Gardner Street Trail,COR,NO,139.277937894984,OPEN,146,7991c2a5-3ef1-40ad-b8a8-349202527b94,2519 Wade Ave,D
1005,Structure,Gardner Street Trail,Existing,55,Wood Decking,0.00378791,4,Bridge,0,Gardner Street Trail,COR,NO,20.0001689934995,OPEN,146,14ca57b6-6e43-4412-9cd1-9ed3e01110ca,2519 Wade Ave,D
1006,Structure,Tunnel under I-540 near Brier Creek - # 2026,Existing,2026,Unknown,0.04116762,,Tunnel,,NA,COR,NO,217.365047465854,OPEN,,35b4f240-e0fd-48ab-8ffd-6a26657b50bb,,E
1007,Trail,Upper Walnut Segment,Existing,NA,Asphalt,0.14963911,10,NA,0,Walnut Creek Trail,COR,YES,790.094510191508,OPEN,370,49d22ee8-594b-4da5-b26d-5c09ca425b68,2507 Gorman St,D
1008,Trail,Lake Johnson Segment,Existing,NA,Asphalt,0.04073519,8,NA,0,Walnut Creek Trail,COR,NO,215.081827771683,OPEN,189,1fae647d-8663-491b-980c-269d1233eab5,1318 Lake Dam Rd,D
1009,Crossing,Lake Johnson Segment,Existing,NA,Asphalt,0.00491803,10,NA,0,Walnut Creek Trail,COR,YES,25.967218259161,OPEN,187,1714f2ed-5986-4c13-a9d7-b671195f1fd2,1300 Lake Dam Rd,D
1010,Trail,Lake Johnson Segment,Existing,NA,Asphalt,0.03396589,8,NA,0,Walnut Creek Trail,COR,NO,179.339903575684,OPEN,187,d7376e8c-da8c-49ab-8673-447f8b6d4a5a,1300 Lake Dam Rd,D
1011,Trail,Lake Johnson Segment,Existing,NA,Asphalt,0.00851986,8,NA,0,Walnut Creek Trail,COR,NO,44.9848869738874,OPEN,189,d9bffefa-1fa3-4020-8826-9c586a7e5166,1318 Lake Dam Rd,D
1012,Trail,Lake Johnson Segment,Existing,NA,Asphalt,0.11299591,8,NA,0,Walnut Creek Trail,COR,NO,596.618398061213,OPEN,194,168c9862-0c67-4bc5-8b89-05f8ac6f3a84,4981 Avent Ferry Rd,D
1013,Trail,Lake Johnson Segment,Existing,NA,Asphalt,0.07203951,8,NA,0,Walnut Creek Trail,COR,NO,380.368605070932,OPEN,194,42735dfb-1f51-43b9-9d02-7a3ffb075a16,4981 Avent Ferry Rd,D
1014,Trail,Lake Johnson Segment,Existing,NA,Asphalt,0.13407519,8,NA,0,Walnut Creek Trail,COR,NO,707.916993331473,OPEN,194,f7422859-dfed-4d06-bc96-bfd3b672c7ab,4981 Avent Ferry Rd,D
1015,Trail,Lake Johnson Segment,Existing,NA,Asphalt,0.12861476,8,NA,0,Walnut Creek Trail,COR,NO,679.085927631922,OPEN,194,7c94ff5b-c5a0-4942-b70f-bc841e263894,4981 Avent Ferry Rd,D
1016,Trail,Lake Johnson Segment,Existing,NA,Asphalt,0.01797257,8,NA,0,Walnut Creek Trail,COR,NO,94.8951722385054,OPEN,194,eb885325-db0d-4657-8e0d-b4cf4d7c1b94,4981 Avent Ferry Rd,D
1017,Trail,Lake Johnson Segment,Existing,NA,Asphalt,0.00715042,8,NA,0,Walnut Creek Trail,COR,NO,37.7542320571907,OPEN,194,af546640-595c-4d2d-bbea-5e12ed3b3cc4,4981 Avent Ferry Rd,D
1018,Trail,Lake Johnson Segment,Existing,NA,Asphalt,0.0903124,8,NA,0,Walnut Creek Trail,COR,NO,476.849466918297,OPEN,194,08cde299-185b-4352-9e3c-83aa400d4c6b,4981 Avent Ferry Rd,D
1019,Structure,Lake Johnson Segment -  # 74,Existing,74,Concrete,0.0049452,9,Bridge,,Walnut Creek Trail,COR,NO,26.1106632284733,OPEN,191,5c70d415-efa7-424b-a2d0-a12daaafdc24,4503 Avent Ferry Rd,D
1020,Trail,Lake Johnson Segment,Existing,NA,Natural,0.45036262,4,NA,0,Walnut Creek Trail,COR,NO,2377.91463376285,OPEN,190,cad8bc94-cdbf-47b4-8bad-2391189c8525,5638 Jaguar Park Dr,D
1021,Trail,Lake Johnson Segment,Existing,NA,Natural,0.61670907,8,NA,0,Walnut Creek Trail,COR,NO,3256.2238874012,OPEN,192,a2d1d7e3-0765-435c-b633-3f060bec3ecc,4504 Avent Ferry Rd,D
1023,Structure,Lake Johnson Segment -  # 72,Existing,72,Wood Decking,0.09829547,5,Bridge,5,Walnut Creek Trail,COR,NO,519.000073417821,OPEN,190,bb2b45b3-b8b2-40a4-b9a0-48d4d80372dc,5638 Jaguar Park Dr,D
1024,Trail,Lake Johnson Segment,Existing,NA,Natural,0.04632475,4,NA,0,Walnut Creek Trail,COR,NO,244.594669185753,OPEN,193,6c7b09d0-6a04-4aa8-8286-fe90813919fe,4980 Avent Ferry Rd,D
1025,Trail,Lake Johnson Segment,Existing,NA,Natural,0.52896834,4,NA,0,Walnut Creek Trail,COR,NO,2792.95284009544,OPEN,193,1f721598-6b71-4e40-aecd-65f0de1bb802,4980 Avent Ferry Rd,D
1026,Trail,Lake Johnson Segment,Existing,NA,Asphalt,0.05562893,8,NA,0,Walnut Creek Trail,COR,NO,293.720745490072,OPEN,192,8ce63ccf-e8bd-4b5a-98dd-3dd257d9b48a,4504 Avent Ferry Rd,D
1027,Trail,Lake Lynn Segment,Existing,NA,Asphalt,0.05928103,10,NA,0,Hare Snipe Creek Trail,COR,YES,313.00381732912,OPEN,195,12cdf6a7-869f-4bca-b55a-64df57d9728a,3210 Lynn Rd,E
1028,Trail,Lake Lynn Segment,Existing,NA,Asphalt,0.00966873,10,NA,0,Hare Snipe Creek Trail,COR,YES,51.0508775949244,OPEN,195,38b7f131-7e48-4575-bad6-89a16c277a5e,3210 Lynn Rd,E
1029,Structure,Lake Lynn Segment -  # 8,Existing,8,Wood Decking,0.02475382,10,Bridge,5,Hare Snipe Creek Trail,COR,YES,130.700171238509,OPEN,196,d138fa89-3c4a-4532-b862-9c2f41f6d971,7606 Sandy Lake Ct,A
1030,Structure,Lake Lynn Segment -  # 8,Existing,8,Wood Decking,0.06339281,10,Bridge,5,Hare Snipe Creek Trail,COR,YES,334.714045992343,OPEN,196,06b62b62-2d7e-4b71-b7c5-bd537b67f68c,7606 Sandy Lake Ct,E
1031,Trail,Lake Lynn Segment,Existing,NA,Asphalt,0.0149757,10,NA,0,Hare Snipe Creek Trail,COR,YES,79.0716975070283,OPEN,197,d8b83d29-d02b-490f-b048-330a9e291216,7610 Glenharden Dr,E
1032,Trail,Lake Lynn Segment,Existing,NA,Asphalt,0.05393378,10,NA,0,Hare Snipe Creek Trail,COR,YES,284.770383273165,OPEN,197,b3606d88-0ab0-49a8-9196-ba5f32b57ad1,7610 Glenharden Dr,E
1033,Structure,Lake Lynn Segment -  # 12,Existing,12,Wood Decking,0.02797579,10,Bridge,5,Hare Snipe Creek Trail,COR,YES,147.712152588366,OPEN,195,d8470627-5a78-4248-b682-feb8688ed7ab,3210 Lynn Rd,E
1034,Trail,Lake Lynn Segment,Existing,NA,Asphalt,0.04438008,10,NA,0,Hare Snipe Creek Trail,COR,YES,234.326840612556,OPEN,195,90031c1e-a978-4c16-ad4a-4d3769464012,3210 Lynn Rd,E
1035,Structure,Lake Lynn Segment-  # 11,Existing,11,Wood Decking,0.02998696,10,Bridge,5,Hare Snipe Creek Trail,COR,YES,158.33114064554,OPEN,195,103670b6-2f7d-409d-8b81-3ab4807aeda5,3210 Lynn Rd,E
1036,Trail,Lake Lynn Segment,Existing,NA,Asphalt,0.19362188,10,NA,0,Hare Snipe Creek Trail,COR,YES,1022.32355017906,OPEN,199,e9a706bc-22a2-47fa-8bed-3f605df72b1f,7841 Ray Rd,A
1037,Structure,Middle Walnut Creek Segment - # 122,Existing,122,Wood Decking,0.00791631,8,Covered Boardwalk,5,Walnut Creek Trail,COR,NO,41.7981349939436,OPEN,277,93105f8e-a319-4ae8-914b-f331fa31b66f,1608 Garner Rd,C
1038,Trail,Crabtree-Oak Park Segment,Existing,NA,Asphalt,0.00327512,10,NA,0,Crabtree Creek Trail,COR,YES,17.2926496744438,OPEN,85,3e4a9cc0-0d13-451a-8243-2e1f6ce2d700,5173 Glenwood Ave,E
1039,Trail,Crabtree-Oak Park Segment,Existing,NA,Asphalt,0.0041328,10,NA,0,Crabtree Creek Trail,COR,YES,21.8211982628175,OPEN,81,98371493-d4d7-4483-b018-6f2f62f319a5,4334 Galax Dr,E
1040,Trail,House Creek Trail,Existing,NA,Asphalt,0.67717074,10,NA,0,House Creek Trail,COR,YES,3575.4235990256,OPEN,173,a83cc363-ef9d-4361-ab61-03d7524e9c98,1504 Glen Eden Dr,E
1041,Trail,Reedy Creek Trail,Existing,NA,Asphalt,0.10211929,10,NA,0,Reedy Creek Trail,COR,YES,539.189826184727,OPEN,326,ca4de239-5a7a-41b5-aa50-088576800269,3814 Hillsborough St,D
1042,Trail,Lower Walnut Creek - Worthdale Segment,Existing,NA,Asphalt,0.06118487,10,NA,0,Walnut Creek Trail,COR,YES,323.027529785761,OPEN,225,1ca57f32-8803-463a-bf3e-1ff52f6cc51c,1000 Cooper Rd,C
1043,Structure,Lower Walnut Creek - Worthdale Segment,Existing,2045,Wood Decking,0.00533813,8,Bridge,,Walnut Creek Trail,COR,NO,28.1853082662979,OPEN,225,fb723e8b-1771-44df-b01a-db3e0bff9141,1000 Cooper Rd,C
1044,Trail,Walnut Creek Trail,Existing,NA,Asphalt,0.64681217,,NA,0,Walnut Creek Trail,NCSU,NO,3414.87429889849,OPEN,68,80ab5dd8-68dd-4421-99cb-36c7743adb7c,1707 Lake Wheeler Rd,D
1045,Trail,Walnut Creek Trail,Existing,NA,Asphalt,0.5879241,,NA,0,Walnut Creek Trail,NCSU,NO,2387.693975126,OPEN,367,6be75f0b-359e-4e8b-b6f6-6b0e2baf54a7,1002 Trailwood Dr,D
1046,Structure,Walnut Creek Trail,Existing,2046,Unknown,0.01238122,9,Bridge,,Walnut Creek Trail,NCSU,NO,65.3728276296896,OPEN,367,b09b3fb7-f4e4-4467-ac50-a51906935365,1002 Trailwood Dr,D
1048,Structure,Walnut Creek Trail,Existing,2048,Asphalt,0.02533255,,Tunnel,,Walnut Creek Trail,NCSU,NO,133.7558848042,OPEN,68,c326fba7-049d-4b89-a216-9b718d3befeb,1707 Lake Wheeler Rd,D
1049,Structure,Walnut Creek Trail,Existing,2047,Concrete,0.00685246,10,Bridge,,Walnut Creek Trail,NCSU,NO,36.1809843470778,OPEN,68,22e40901-3488-4afb-8fd0-caad49932831,1707 Lake Wheeler Rd,D
1050,Trail,Neuse River Trail,Existing,NA,Asphalt,0.18582654,10,NA,0,Neuse River Trail,COR,YES,980.839929542289,CLOSED_TEMP,293,33e52ee6-9a4f-4b2f-83a2-67a985307475,2441 Brown Field Rd,C
1051,Trail,Neuse River Trail,Existing,NA,Asphalt,0.01416738,10,NA,0,Neuse River Trail,COR,YES,74.7804526976014,OPEN,300,1e6ece3c-0092-4d8d-bcab-fcf98e959822,3503 Mechanicsville Run Ln,C
1052,Trail,Neuse River Trail,Existing,NA,Asphalt,0.14524788,10,NA,0,Neuse River Trail,COR,YES,766.739516416016,OPEN,311,bf38250b-b1b2-4641-b1ce-918777aaf314,6405 Andy Dr,
1053,Staff Access,Neuse River Trail,Maintenance,NA,Asphalt,0.12484434,10,NA,0,Neuse River Trail,COR,NO,659.109615366175,OPEN,381,94029003-49db-4a6d-a495-9d8476310a8c,18 Anderson Point Dr,C
1054,Trail,Lower Walnut - Walnut Creek Park Segment,Existing,NA,Asphalt,0.00410648,10,NA,0,Walnut Creek Trail,COR,YES,21.682198835052,OPEN,224,5e31d378-7922-47f6-af75-2e18f4f8031f,1913 Sunnybrook Rd,
1055,Trail,Lower Walnut Creek Segment,Existing,NA,Asphalt,0.38273566,10,NA,0,Walnut Creek Trail,COR,YES,2020.84430393638,OPEN,244,f2b00a41-2ed9-43f0-be49-65be147ea1c4,1535 S State St,C
1056,Structure,Lower Walnut Creek Segment -  # 115,Existing,115,Wood Decking,0.00553202,10,Boardwalk,5,Walnut Creek Trail,COR,NO,29.2090556162835,OPEN,243,61e4aacf-ce71-4b63-921a-ac60d2a96173,1534 S State St,C
1057,Trail,Rocky Branch Trail,Existing,NA,Asphalt,0.32103223,10,NA,0,Rocky Branch Trail,COR,YES,1695.05018315214,OPEN,351,fef312df-be7e-412f-9ca6-99fbc0cfd98a,805 S Boylan Ave,D
1058,Trail,Reedy Creek Trail,Existing,NA,Asphalt,0.10949675,10,NA,0,Reedy Creek Trail,COR,YES,578.059406051152,OPEN,139,c0172643-c747-4c61-a268-2241a1fece06,1900 Edwards Mill Rd,D
1059,Trail,Gardner Street Trail,Existing,NA,Natural,0.00926466,4,NA,0,Gardner Street Trail,COR,YES,48.9174035851869,OPEN,146,ee8a58e7-f4b3-4558-b4ce-76f4c9859ed8,2519 Wade Ave,D
1060,Trail,Beaver Dam Trail,Existing,NA,Natural,0.00775154,4,NA,0,Beaver Dam Trail,COR,NO,40.9281156863202,OPEN,40,b080010a-8cd1-497d-b9d3-16ba78602169,1519  Banbury Rd,E
1061,Trail,Hare Snipe Creek Trail,Existing,NA,Asphalt,0.26168137,8,NA,0,Hare Snipe Creek Trail,COR,NO,1381.67763860183,OPEN,157,59f7d33d-7f5b-4469-9710-22506858bdf8,6952 Leesville Rd,E
1062,Trail,Lake Johnson Segment,Existing,NA,Asphalt,0.02437512,8,NA,0,Walnut Creek Trail,COR,NO,128.700630258927,OPEN,191,926a2cd4-b8fb-4dc5-a71c-a96e4f590b25,4503 Avent Ferry Rd,D
1063,Trail,North Hills Segment,Existing,NA,Asphalt,0.2321936,8,NA,0,Crabtree Creek Trail,COR,NO,1225.93010995162,OPEN,318,e7bf8a9b-9805-4c97-8785-d02dc07c005f,122 Chowan Cir,A
1064,Structure,Walnut Creek Trail,Existing,369,Unknown,0.00683476,9,Boardwalk,,Walnut Creek Trail,NCSU,NO,36.0643471291876,OPEN,367,420a4f98-528b-4859-a061-305e3afeaf66,1002 Trailwood Dr,D
1065,Structure,Walnut Creek Trail,Existing,370,Unknown,0.00551557,8,Boardwalk,,Walnut Creek Trail,NCSU,NO,29.1222342905221,OPEN,367,da3ece65-10b0-45f7-9832-efbe1b49cf9b,1002 Trailwood Dr,D
1066,Trail,Walnut Creek Trail,Existing,NA,Asphalt,0.0026155,,NA,0,Walnut Creek Trail,NCSU,NO,13.8098169056157,OPEN,367,8634f5e1-215e-48ad-8ea0-cff19d73efc5,1002 Trailwood Dr,D
1067,Trail,Ironwood Segment,Existing,NA,Asphalt,0.36104726,8,NA,0,Mine Creek Trail,COR,NO,1906.32951360798,OPEN,186,7ae250fb-d5a7-4cc4-bd3b-042d6ced028a,5109 North Hills Dr,A
1071,Trail,Reedy Creek Trail,Existing,NA,Asphalt,0.01823107,10,NA,0,Reedy Creek Trail,COR,NO,96.2600454271684,OPEN,320,02cf46c9-56d5-4d7a-8745-1cc042da39e0,1950 Blue Ridge Rd,E
1072,Trail,Neuse River Trail,Existing,NA,Concrete,0.10076112,6,NA,0,Neuse River Trail,COR,NO,531.787585286155,OPEN,388,b82ca2d8-2f4b-4f5a-90fc-bf7c73c9f68a,12351 Falls Of Neuse Rd,B
1073,Trail,Neuse River Trail,Existing,NA,Asphalt,0.0150091,10,NA,0,Neuse River Trail,COR,YES,79.2480677331393,OPEN,286,177bf2ca-d787-4d41-8e62-216360ca3f28,12358 Falls Of Neuse Rd,B
1075,Trail,Reedy Creek Trail,Existing,NA,Asphalt,0.19882192,10,NA,0,Reedy Creek Trail,COR,NO,1049.77971729677,OPEN,320,5c0df3cd-3d53-456d-b038-ac21ee6c6d16,1950 Blue Ridge Rd,E
1076,SidewalkConnection,Reedy Creek Trail,Existing,NA,NA,0.236666968847819,10,Sidewalk,0,Reedy Creek Trail,COR,NO,1249.60159517896,OPEN,320,443ad265-e534-40f6-8f09-694b67b5ddf0,1950 Blue Ridge Rd,E
1077,Trail,Lower Walnut Creek Segment,Existing,NA,Concrete,0.00663994,5,,0,Walnut Creek Trail,COR,NO,35.0588732604665,OPEN,246,0ab17967-54ee-4af6-8f79-b62ff784feed,574 Dacian Rd,C
1078,Trail,Neuse River Trail,Existing,NA,Asphalt,0.05445666,10,NA,0,Neuse River Trail,COR,YES,287.365730557052,OPEN,312,1d56c754-b201-4e92-a588-8d7c955be332,6451 Poole Rd,
1080,SidewalkConnection,Hare Snipe Creek Trail,Existing,NA,Asphalt,0.137570832060927,4,Sidewalk,0,Hare Snipe Creek Trail,COR,NO,726.373993092276,OPEN,158,12ff4501-faa7-4a56-856e-ab322fb4ea9c,7008 Leesville Rd,E
1081,Trail,Buckeye Segment,Existing,NA,Asphalt,1.20447725,10,NA,0,Crabtree Creek Trail,COR,YES,4872.97901253753,OPEN,265,a4312587-2a34-40a4-a06d-944b844ca503,1950 N Raleigh Blvd,C
1082,Trail,Buckeye Segment,Existing,NA,Asphalt,0.04722653,10,NA,0,Crabtree Creek Trail,COR,YES,249.356338590323,OPEN,265,6dcf18b8-5a4f-4584-8692-2873bf5c1cc9,1602 Crabtree Blvd,C
1083,Trail,Walnut Creek Trail,Existing,NA,Asphalt,0.02134268,10,NA,0,Walnut Creek Trail,COR,YES,112.642045337071,OPEN,292,00685d9b-a846-451c-a0f2-482ed3b19959,2303 Barrington Dr,
1084,Trail,Lower Walnut Creek Segment,Existing,NA,Asphalt,0.01853847,10,NA,0,Walnut Creek Trail,COR,YES,97.8831296649507,OPEN,246,ca9c21ad-6f84-4aa8-b540-ba9e97528bc9,574 Dacian Rd,C
1085,Trail,Walnut Creek Trail,Existing,NA,Gravel,0.05414169,10,NA,0,Walnut Creek Trail,Other,NO,285.86811872687,OPEN,382,cf22b41c-6a44-422a-bff8-ff29c0514b5d,1890 S New Hope Rd,C
1086,Trail,Loblolly Segment,Existing,NA,Unknown,0.02794263,2,NA,0,Richland Creek Trail,Other,NO,147.474013202387,OPEN,328,1b8960d6-873d-462f-9b3d-00ad29e0c995,1310 Edwards Mill Rd,D
1087,Crossing,Wakefield Trail,Existing,NA,Asphalt,0.00686927,8,NA,,Wakefield Trail,Unknown,NO,36.2697226480787,OPEN,373,13619996-81ef-40db-ae97-7bbb6e2de8b6,12636 Village Springs Rd,B
1088,Crossing,Wakefield Trail,Existing,NA,Asphalt,0.01086705,5,NA,0,Wakefield Trail,Unknown,NO,57.3780384097165,OPEN,375,ae357583-6135-48d9-9526-ec2de08154e6,2552 Wakefield Plantation Dr,B
1089,Crossing,Wakefield Trail,Existing,NA,Asphalt,0.00865195,8,NA,0,Wakefield Trail,Unknown,NO,45.6822912963901,OPEN,378,0ad71a14-2987-470d-88c4-6a7b32ea7d15,2927 London Bell Dr,B
1090,Crossing,Durant Segment,Existing,NA,Asphalt,0.00516947,10,NA,0,Simms Branch Trail,COR,YES,27.2947791128394,OPEN,95,8ca9ab91-e681-4fe6-8362-8211cb7d1810,8316 Camp Durant Rd,B
1091,Crossing,Durant Segment,Existing,NA,Asphalt,0.01031823,10,NA,0,Simms Branch Trail,COR,YES,54.480252855789,OPEN,93,d0954c20-023c-46e5-9718-d10bff631318,2981 Hiking Trl,B
1092,Crossing,Falls River Connector,Existing,NA,Asphalt,0.00887886,5,NA,0,Simms Branch Trail,COR,NO,46.8803673201597,OPEN,97,eb7f4690-b0a9-4897-8186-e7af65ccbe15,9410 Cub Trl,B
1093,Crossing,Falls River Connector,Existing,NA,Asphalt,0.01349206,5,NA,0,Simms Branch Trail,COR,NO,71.2380858943735,OPEN,18,b74f3452-8ee6-4b3c-ad3a-0d8fe2953c6e,9518 Cub Trl,B
1094,Crossing,Falls River Connector,Existing,NA,Asphalt,0.01502698,5,NA,0,Abbotts Creek Trail,COR,NO,79.3424338981234,OPEN,16,b23ee284-4c9a-4053-aabd-d348750540ab,9514 Anson Grove Ln,B
1095,Crossing,Falls River Connector,Existing,NA,Asphalt,0.02370299,5,NA,0,Abbotts Creek Trail,COR,NO,125.151799946075,OPEN,7,7abc9fa9-7100-49bd-b552-4d815cf7eecb,10451 Durant Rd,B
1096,Crossing,Falls River Connector,Existing,NA,Asphalt,0.02092217,6,NA,0,Abbotts Creek Trail,COR,NO,110.469060890569,OPEN,4,56d4d333-9b9b-4b94-9dfe-40040c549bbd,10358 Durant Rd,B
1097,Trail,Abbotts Creek Trail,Existing,NA,Concrete,0.00494785,10,Sidewalk,0,Abbotts Creek Trail,COR,YES,26.1246284866925,OPEN,12,c5780379-d3ea-4de5-8611-5913a6edc952,1383 Falls River Ave,B
1098,Crossing,Spring Forest Trail,Existing,NA,Asphalt,0.02003116,10,NA,0,Spring Forest Trail,COR,YES,105.76451479958,OPEN,365,e1f9d894-9582-4dce-8cfc-5437513b854f,7750 Old Wake Forest Rd,B
1099,Crossing,Baileywick Trail,Existing,NA,Asphalt,0.00794291,10,NA,0,Baileywick Trail,COR,YES,41.9385735003632,OPEN,32,b3b7b052-fd9f-4ca5-9e80-9d0ecfda1563,8511 Davishire Dr,A
1100,Crossing,Hare Snipe Creek Trail,Existing,NA,Asphalt,0.01814234,8,NA,0,Hare Snipe Creek Trail,COR,NO,95.7915349847302,OPEN,158,0425e5e0-5aec-4ba1-bdd1-a3d55dc0bbdd,7008 Leesville Rd,E
1101,Crossing,Hare Snipe Creek Trail,Existing,NA,Asphalt,0.01488609,8,NA,0,Hare Snipe Creek Trail,COR,NO,78.5985375266047,OPEN,155,147e8129-977e-4e2d-afeb-366ae80784c7,6804 Leesville Rd,E
1102,Crossing,Beaver Dam Trail,Existing,NA,Asphalt,0.00838359,4,NA,0,Beaver Dam Trail,COR,NO,44.2653293513457,OPEN,43,3fb84a92-87cd-4bf8-a5ea-248a84b3e0f5,2910 Lewis Farm Rd,E
1103,Crossing,Beaver Dam Trail,Existing,NA,Natural,0.0100398,4,NA,0,Beaver Dam Trail,COR,NO,53.010161668802,OPEN,42,04d94404-f834-4e37-b826-f37c638c46ee,2912 Churchill Rd,E
1104,Crossing,Beaver Dam Trail,Existing,NA,Natural,0.00926866,4,NA,0,Beaver Dam Trail,COR,NO,48.9385142165651,OPEN,46,f0aad1fc-d25d-4b69-8684-40e39c49d205,3000 Leonard St,E
1105,SidewalkConnection,Beaver Dam Trail,Existing,NA,Concrete,0.042482125143086,5,Sidewalk,0,Beaver Dam Trail,COR,NO,224.305620699567,OPEN,50,b005efd6-22e5-4e77-bbf3-985b862d37c8,3028 Grant Ave,E
1106,Crossing,Beaver Dam Trail,Existing,NA,Asphalt,0.00720949,5,NA,0,Beaver Dam Trail,COR,NO,38.0660996708553,OPEN,49,4a215f77-f5df-43c0-ae7c-bb6daf3e6cad,3027 Grant Ave,E
1107,Crossing,Beaver Dam Trail,Existing,NA,Asphalt,0.00744703,8,NA,0,Beaver Dam Trail,COR,NO,39.320324057955,OPEN,36,e8cfe9d0-4fcc-4537-860d-8ffbfd4c5814,2894 Oberry St,D
1108,Crossing,Gardner Street Trail,Existing,NA,Asphalt,0.00617865,3,NA,0,Gardner Street Trail,COR,NO,32.6232831883131,OPEN,149,eaa5f017-2df6-4678-be6b-6617f3ef301e,502 Gardner St,D
1109,Crossing,Gardner Street Trail,Existing,NA,Asphalt,0.01015332,12,NA,0,Gardner Street Trail,COR,YES,53.6095149448526,OPEN,151,65fc36f8-b60c-43e0-be81-0406ef75ceb4,620 Gardner St,D
1110,Crossing,Gardner Street Trail,Existing,NA,Natural,0.00794804,10,NA,0,Gardner Street Trail,COR,NO,41.9656528400953,OPEN,153,d5a122ca-c1dd-4c57-ae6c-44ac8a9507eb,833 Fairall Dr,D
1111,Crossing,Honeycutt Creek Trail,Existing,NA,Asphalt,0.01582115,10,NA,0,Honeycutt Creek Trail,COR,YES,83.5356528928147,OPEN,166,5c701cce-51f4-4b81-a98e-eb2f88bf9257,12400 Durant Rd,
1112,Crossing,Honeycutt Creek Trail,Existing,NA,Asphalt,0.00555323,10,NA,0,Honeycutt Creek Trail,COR,YES,29.321035188396,OPEN,169,8738d661-7dd1-4918-902c-038abc7965e1,12401 Durant Rd,
1113,Crossing,Honeycutt Creek Trail,Existing,NA,Asphalt,0.00515637,8,NA,0,Honeycutt Creek Trail,COR,NO,27.2256158743697,OPEN,163,d1db97e5-b61b-4a7b-99f2-b449a6771207,1091 Clear Creek Farm Dr,
1114,Crossing,Honeycutt Creek Trail,Existing,NA,Asphalt,0.00570804,6,NA,0,Honeycutt Creek Trail,COR,NO,30.1384772053565,OPEN,102,8986e3f4-f7f8-4136-8dce-5616f8d7b1ec,305 Chatterson Dr,A
1117,Crossing,East Fork Mine Creek Trail,Existing,NA,Asphalt,0.0114769,10,NA,0,East Fork Mine Creek Trail,COR,NO,60.5980285840355,OPEN,126,aba3a6e5-128f-4ab5-ab5e-f0d0ddaaee27,8423 Running Cedar Trl,A
1118,Crossing,East Fork Mine Creek Trail,Existing,NA,Asphalt,0.0086672,5,NA,0,East Fork Mine Creek Trail,COR,NO,45.7563392426399,OPEN,124,5a11780f-e020-4444-8178-ee740bdb0587,8419 Running Cedar Trl,A
1119,Crossing,East Fork Mine Creek Trail,Existing,NA,Asphalt,0.00868968,5,NA,0,East Fork Mine Creek Trail,COR,NO,45.8815220164507,OPEN,122,8f881305-848e-4f60-8343-dff028e943f7,8403 Running Cedar Trl,A
1120,Crossing,East Fork Mine Creek Trail,Existing,NA,Asphalt,0.0077343,5,NA,0,East Fork Mine Creek Trail,COR,NO,40.8371270563847,OPEN,117,40efbecf-999a-4e69-bb24-8c5a473be5fc,8226 Running Cedar Trl,A
